dimension = 80; 
values = [
[6,22,17,44,7,26,3,20,2,45,18,7,31,40,42,34,32,32,18,22,6,1,48,16,30,23,10,12,8,46,44,11,15,15,12,48,19,18,13,27,32,1,12,39,39,25,38,40,15,28,23,25,47,50,21,33,22,42,37,9,21,20,13,25,42,12,15,24,12,35,16,39,24,25,21,27,5,17,17,44],
[46,11,40,39,11,17,23,32,1,50,42,14,15,48,46,5,27,22,23,29,14,21,6,15,32,33,50,36,4,9,50,30,42,40,17,11,33,13,43,34,17,21,20,40,25,47,1,13,46,24,34,6,25,41,48,15,41,19,27,17,20,7,17,27,45,35,32,29,17,8,14,5,35,50,3,32,45,33,11,30],
[40,7,22,22,18,2,4,13,38,19,48,44,11,21,6,28,22,50,18,48,23,19,29,43,14,13,31,25,14,49,4,11,19,34,46,38,4,18,8,33,36,40,39,6,38,4,32,2,9,18,17,23,40,28,21,13,28,22,14,22,35,10,19,27,11,36,47,16,3,37,44,21,43,38,24,6,27,26,25,16],
[24,36,28,15,34,35,30,44,30,35,46,28,28,43,49,12,47,34,29,41,33,42,44,25,11,42,42,7,50,30,17,4,6,33,4,24,29,47,37,37,5,39,16,40,35,18,19,3,9,49,3,44,21,3,44,10,46,6,10,23,22,4,4,12,15,40,19,18,22,41,27,41,42,23,21,32,8,21,28,49],
[6,42,38,6,27,32,32,29,15,38,15,40,37,4,29,21,37,14,26,26,20,43,25,34,4,13,1,1,35,4,35,45,41,15,19,43,37,19,13,32,28,5,14,30,24,4,27,7,42,7,46,24,29,36,42,49,4,20,9,45,42,28,46,6,21,11,45,39,29,43,47,3,33,34,12,2,41,30,50,33],
[28,5,27,25,40,14,24,9,36,47,47,1,50,44,42,1,7,33,19,11,15,46,45,23,34,36,39,50,6,10,45,10,35,11,10,50,8,37,40,27,32,35,25,27,32,1,28,18,45,11,29,9,37,39,33,17,25,1,6,22,25,32,8,50,29,7,49,8,38,9,10,45,35,47,44,9,40,18,44,43],
[5,45,32,3,50,24,17,49,1,46,49,13,13,8,30,40,19,21,5,45,23,32,44,48,22,28,5,18,29,38,32,48,23,18,34,35,36,41,32,44,49,34,27,43,47,44,34,22,45,37,6,13,39,38,7,30,8,44,33,12,2,42,15,42,48,24,44,39,30,34,11,44,4,24,14,15,1,2,15,8],
[33,29,11,47,9,23,36,24,3,21,13,39,42,31,15,41,17,1,36,5,18,3,43,16,16,48,13,32,13,23,18,8,28,33,3,20,6,46,9,44,7,1,14,35,9,11,15,39,16,41,8,33,47,18,28,26,47,6,7,42,26,24,44,19,10,5,49,6,21,2,39,1,33,3,50,9,30,9,41,32],
[9,6,27,18,50,44,16,39,4,20,36,28,40,31,42,29,20,34,7,49,17,40,48,29,15,21,3,36,27,12,34,25,16,37,6,42,4,20,33,7,39,47,24,16,6,25,17,30,3,48,33,44,50,40,23,28,8,31,24,49,17,16,3,15,40,49,39,45,44,35,23,15,11,17,31,11,13,37,27,7],
[49,42,29,14,26,41,20,9,1,45,31,35,2,26,30,31,8,28,39,29,38,35,33,26,14,35,46,14,30,49,11,6,37,17,43,41,49,46,17,21,44,15,21,48,40,27,36,40,10,46,49,48,26,3,22,13,4,34,38,17,35,47,17,33,20,27,3,1,42,46,26,29,44,32,24,29,19,15,43,35],
[33,24,49,45,36,17,28,44,42,23,4,49,16,8,21,36,4,36,18,45,23,14,35,28,42,48,30,32,7,43,31,21,46,3,40,17,15,6,17,41,23,32,10,44,10,15,8,4,3,42,46,45,13,7,6,37,2,18,12,48,3,12,36,44,33,11,41,7,28,6,43,33,2,14,46,35,38,41,12,12],
[23,37,49,13,26,18,24,45,23,5,8,21,23,9,39,49,22,20,4,40,16,31,14,2,18,31,11,30,25,41,16,37,47,7,50,35,48,13,30,46,15,3,17,38,6,9,24,20,50,35,13,49,40,29,1,40,43,22,25,42,44,42,32,42,39,37,44,33,30,46,37,15,13,47,2,20,30,39,27,38],
[15,30,21,12,21,5,11,6,2,24,27,25,26,3,33,39,5,14,13,14,29,24,36,10,7,3,46,34,34,34,45,46,10,22,46,30,27,43,14,19,25,40,11,31,6,11,29,37,45,50,49,5,44,18,44,13,43,45,22,46,30,41,33,14,29,35,7,37,5,49,39,1,44,23,7,22,16,35,20,28],
[19,36,26,39,12,3,33,45,50,39,48,11,29,17,11,47,15,3,43,20,3,35,14,6,47,25,10,15,38,30,7,29,47,25,31,41,42,23,46,43,21,1,2,11,47,3,25,1,41,1,44,23,26,38,29,14,9,28,26,32,41,48,18,24,26,3,23,25,14,8,47,26,29,48,43,2,1,44,26,12],
[25,30,33,49,20,20,25,49,27,41,12,24,25,45,41,7,4,35,48,12,15,3,30,13,23,18,44,1,12,5,31,50,2,21,47,16,9,21,46,47,28,37,16,46,43,16,16,29,23,32,11,31,16,43,31,34,12,20,14,35,31,29,41,16,29,20,40,30,41,23,40,45,42,1,42,8,8,12,21,17],
[20,24,40,43,24,10,12,4,10,6,49,40,29,33,35,15,27,25,50,46,39,23,42,2,7,3,48,43,32,38,22,43,16,38,30,47,27,50,32,5,14,45,35,10,42,3,4,38,15,14,32,1,27,32,15,43,33,29,40,12,36,12,31,16,1,25,16,4,50,3,36,34,46,31,36,19,41,34,22,28],
[16,43,39,41,37,25,8,45,18,16,27,21,21,29,50,29,27,50,38,24,32,9,22,41,16,38,19,14,9,18,37,34,24,29,41,6,10,45,50,12,24,33,41,18,20,36,15,46,44,25,4,47,45,43,16,30,34,43,46,2,48,30,19,26,32,28,38,8,27,32,40,50,34,7,33,2,23,2,20,37],
[32,32,29,29,25,28,4,39,36,19,36,38,42,50,49,37,30,27,11,16,27,4,26,22,8,40,33,11,41,34,20,21,4,44,13,47,8,4,13,18,3,33,27,22,16,21,47,6,44,22,19,50,14,49,40,6,1,43,36,1,26,38,39,40,35,42,7,23,34,35,39,22,37,47,12,49,12,50,48,9],
[17,43,36,25,46,4,29,26,35,10,32,35,26,15,30,48,26,22,50,45,8,32,47,6,3,16,7,21,12,6,8,34,47,1,8,2,36,47,43,42,29,9,5,22,36,45,25,5,19,1,29,13,30,33,40,22,4,8,32,29,21,16,34,4,1,22,1,8,13,11,29,38,5,38,50,27,14,40,30,37],
[15,12,42,25,33,40,19,27,7,22,40,7,39,15,15,21,23,50,33,8,2,6,31,29,34,32,1,20,22,21,33,30,38,10,35,22,44,7,29,35,10,3,14,32,27,12,38,40,50,47,35,27,26,19,17,19,47,18,18,7,13,50,1,21,43,30,19,23,25,6,17,39,19,33,43,23,34,35,38,3],
[41,39,7,37,13,20,34,9,9,39,39,4,2,33,7,49,13,7,2,44,26,3,6,40,31,5,39,22,16,35,38,6,21,12,22,11,26,35,3,7,8,5,38,16,8,18,22,12,9,40,15,24,28,29,21,19,21,28,37,23,38,20,39,50,41,40,26,24,42,16,20,1,47,38,8,21,44,27,44,34],
[20,17,19,43,29,33,22,13,47,1,46,18,39,38,9,40,45,26,13,42,19,14,7,31,42,27,24,34,27,37,7,50,32,49,40,40,1,13,25,9,45,23,2,27,22,11,11,23,5,24,41,9,38,31,7,47,11,26,49,19,11,21,23,6,27,32,45,10,7,32,21,46,4,6,40,16,28,33,19,3],
[20,17,6,33,24,8,45,12,48,5,47,11,49,41,41,7,4,31,6,3,31,32,50,11,7,7,6,26,18,11,15,15,27,41,5,35,28,5,11,49,11,37,46,12,22,37,43,50,3,19,32,25,34,29,5,10,4,38,48,28,42,2,34,38,21,6,26,45,49,22,47,32,13,26,22,34,6,29,40,48],
[45,5,2,43,41,25,27,26,25,45,22,28,18,24,40,20,21,30,23,47,41,16,20,2,31,32,12,33,3,13,32,9,13,30,11,1,48,2,7,9,13,39,3,33,16,36,42,39,1,30,28,13,45,42,45,20,48,42,39,37,2,34,42,11,43,42,9,48,19,3,50,32,46,33,43,15,1,11,9,8],
[48,23,29,45,7,20,17,47,7,39,19,48,32,13,45,27,22,44,1,46,19,44,50,30,43,46,31,5,49,41,3,45,38,21,20,5,34,7,21,48,38,13,12,11,5,40,41,10,8,14,26,13,21,35,1,18,24,11,5,44,49,31,24,34,23,45,38,1,30,13,7,27,24,23,35,8,39,25,33,39],
[47,13,4,10,13,39,30,19,28,39,43,20,32,17,28,16,43,32,45,3,3,19,43,23,2,31,32,4,5,47,47,35,10,45,25,5,36,44,48,9,49,11,28,42,8,20,25,37,7,19,41,49,16,27,47,17,44,11,4,44,34,6,16,46,42,20,1,41,26,19,27,26,31,28,10,6,47,39,23,7],
[4,28,12,12,38,49,18,49,34,21,16,32,4,31,28,30,18,3,36,41,39,37,19,31,17,50,3,19,46,23,49,5,38,43,41,14,6,41,9,41,39,28,23,40,7,34,36,2,36,4,34,7,32,4,2,20,45,36,19,12,22,20,39,17,28,34,2,13,5,3,9,26,26,43,20,29,20,32,3,48],
[49,36,44,45,45,9,19,28,24,18,12,36,38,29,38,29,20,14,48,9,5,11,16,49,27,24,4,29,13,26,35,29,19,5,10,7,28,7,1,26,21,49,20,6,40,7,21,34,42,35,42,9,24,22,42,44,6,50,10,32,43,20,19,8,26,9,50,50,33,21,9,12,4,39,26,26,49,19,15,4],
[3,23,44,36,43,33,32,29,19,2,40,1,28,4,26,48,20,42,37,43,18,15,6,5,47,10,11,49,38,46,43,25,47,7,21,3,9,26,18,18,13,9,35,34,11,11,50,44,15,41,32,43,16,38,5,42,18,20,22,13,9,25,27,37,38,36,45,21,32,18,15,16,14,8,44,9,5,11,13,34],
[18,30,42,33,36,50,25,29,42,12,8,30,20,31,27,36,48,42,50,27,19,7,2,5,16,41,32,35,37,9,42,42,36,7,3,24,34,15,46,1,31,47,48,46,35,40,8,25,17,10,23,36,40,32,47,47,11,10,6,47,15,42,45,5,39,27,25,30,47,10,23,19,18,3,22,10,20,41,18,18],
[5,24,21,2,12,43,47,16,18,3,29,10,43,26,18,18,13,19,21,33,18,49,7,45,26,26,19,49,16,36,3,45,9,31,20,17,27,6,19,44,13,29,20,23,23,13,19,14,24,21,32,2,4,25,41,22,17,47,27,22,8,44,48,34,26,11,30,12,30,29,1,35,14,7,27,19,18,47,46,48],
[12,33,13,1,41,20,21,19,48,37,25,28,15,40,38,21,36,40,33,30,45,40,39,40,40,30,19,1,20,19,25,31,23,16,29,22,46,5,48,13,6,36,1,45,37,22,45,25,15,50,26,2,12,41,12,26,16,8,10,25,49,45,17,43,3,41,18,20,16,50,29,4,14,19,20,35,12,49,42,31],
[32,43,50,49,19,20,31,35,10,46,22,25,14,37,7,2,36,6,37,40,28,41,48,7,43,31,9,27,18,10,47,17,17,12,43,44,23,48,13,33,49,20,26,17,22,9,39,24,10,1,23,14,45,11,10,18,49,41,37,41,15,34,3,30,33,45,28,6,49,38,3,24,21,48,49,19,4,29,49,33],
[14,3,20,8,11,48,11,28,24,18,33,16,24,43,37,14,12,20,31,22,49,35,2,31,27,38,13,14,18,7,26,47,45,1,46,24,35,8,44,11,27,8,18,17,10,30,16,21,24,21,32,23,28,10,5,2,48,43,27,40,27,43,7,34,50,21,16,8,33,27,13,14,28,49,19,23,33,27,25,23],
[39,6,40,4,40,5,3,46,21,36,9,48,1,44,18,27,40,4,34,36,48,24,46,2,45,26,24,48,10,23,24,22,31,25,31,45,30,7,39,21,46,3,14,38,11,42,35,26,49,20,22,37,9,47,14,8,16,3,21,4,11,46,10,19,17,28,15,8,2,27,6,23,22,16,27,47,37,47,49,8],
[37,19,27,14,2,2,2,9,42,8,40,38,48,10,15,42,19,48,30,39,22,41,36,29,5,44,21,25,10,37,21,21,32,31,48,11,22,21,2,20,15,9,40,50,43,15,25,8,1,41,36,1,5,7,2,36,4,46,37,27,36,27,49,36,38,31,41,39,24,29,19,19,43,33,23,16,11,35,18,13],
[9,14,18,28,36,18,4,24,44,26,3,47,44,35,8,24,12,14,12,6,26,44,32,4,30,17,26,20,32,35,29,10,39,24,29,41,43,22,35,40,18,17,23,44,47,42,20,32,32,27,38,45,21,29,45,7,31,45,36,1,8,18,17,24,38,28,28,30,38,12,3,16,50,49,47,39,16,37,7,14],
[7,34,19,36,34,26,45,19,48,48,50,20,13,26,23,24,13,37,39,14,4,12,16,16,4,33,4,32,26,37,22,37,29,33,25,29,36,23,45,49,12,40,26,31,32,39,20,14,1,5,6,26,50,49,10,10,34,34,32,7,39,48,47,13,28,14,10,22,29,11,15,33,47,45,3,35,35,34,26,11],
[30,35,34,43,46,10,19,3,31,11,9,38,28,5,17,12,40,38,49,48,11,17,21,24,2,20,11,25,33,49,5,24,6,9,9,13,10,45,16,34,31,50,4,9,27,40,1,50,16,36,17,19,22,10,50,48,15,12,39,33,6,32,10,19,26,27,26,28,49,22,26,39,49,5,46,3,38,18,40,49],
[43,17,1,10,3,15,41,15,15,23,8,36,41,19,13,45,27,30,45,3,10,8,46,35,35,34,21,49,25,31,6,22,28,31,10,6,29,28,44,7,26,31,49,25,50,30,1,50,6,35,13,19,31,25,20,50,17,8,8,46,3,9,9,39,31,26,38,38,37,48,8,50,22,22,27,9,12,1,28,8],
[9,16,1,32,18,9,23,8,36,34,45,8,22,40,47,4,44,20,31,45,20,9,49,41,45,41,37,10,33,11,8,13,35,31,14,41,46,41,50,18,38,4,48,49,47,47,40,37,12,45,33,38,11,16,45,28,23,35,12,12,33,44,15,1,25,38,35,47,47,45,28,22,49,28,1,21,10,3,2,10],
[20,43,6,14,48,38,33,20,15,19,4,24,41,6,13,34,48,39,22,35,31,8,29,6,18,17,13,50,47,43,2,5,25,18,42,45,37,15,14,10,27,31,36,16,27,32,16,19,21,43,15,42,43,28,14,25,39,50,44,28,14,31,17,2,13,22,7,28,15,46,45,11,45,8,5,32,22,2,25,28],
[5,1,34,24,29,41,50,12,16,48,49,27,17,1,5,6,45,46,44,7,10,13,13,1,21,34,4,27,31,18,15,34,28,33,10,2,49,26,43,12,47,1,13,27,34,34,21,19,3,20,23,37,14,4,40,10,10,21,48,17,40,21,15,43,23,47,34,2,23,50,25,18,48,2,4,47,21,46,30,28],
[25,26,49,24,25,26,47,42,36,2,16,12,38,28,22,31,8,17,2,31,13,49,47,18,9,33,9,12,11,13,1,47,18,8,11,37,17,11,4,17,43,14,33,7,29,46,17,3,35,26,26,47,25,16,45,38,7,43,5,14,49,31,40,19,27,15,33,46,32,20,50,28,14,46,20,42,37,38,8,20],
[30,46,11,28,3,39,29,22,2,24,20,25,44,2,43,15,38,32,18,21,30,17,24,5,16,23,28,29,21,31,48,4,12,29,37,22,44,14,9,37,19,37,36,18,6,9,9,39,40,17,22,39,2,48,32,16,3,45,36,8,19,32,10,6,9,11,5,8,30,33,1,33,17,48,48,18,27,38,27,18],
[2,49,16,34,6,49,26,47,31,5,31,20,36,16,18,2,36,2,25,22,43,41,47,35,36,9,32,40,5,1,18,18,42,11,24,46,23,22,17,50,50,29,44,26,15,39,35,40,18,15,32,16,49,29,26,8,30,49,31,16,38,23,42,30,50,28,41,20,21,7,46,14,18,1,10,20,22,50,3,14],
[39,12,46,16,1,26,30,28,14,32,20,50,36,14,9,32,13,13,7,4,14,34,40,9,16,4,41,20,47,46,35,34,24,27,29,12,14,1,46,46,40,28,3,3,26,36,25,10,6,30,21,42,31,2,45,36,38,47,46,37,16,1,36,25,2,11,1,30,35,11,2,4,8,49,20,17,50,19,23,35],
[11,35,30,11,7,45,26,2,14,36,9,9,19,33,22,5,20,6,10,25,20,42,8,27,43,8,9,13,25,20,44,45,9,25,1,45,43,43,20,43,14,32,23,38,35,11,24,20,43,24,11,21,5,1,47,4,9,6,21,1,31,44,48,47,50,15,3,23,24,40,37,17,10,1,43,6,43,41,30,40],
[22,10,22,20,23,2,27,9,27,14,10,3,9,50,28,30,18,44,6,29,47,34,19,8,35,40,50,19,32,3,41,41,43,22,24,12,5,32,11,32,2,4,44,29,13,6,39,25,49,43,49,28,25,42,5,28,19,30,21,20,21,30,39,18,15,37,47,20,27,45,28,44,38,24,33,9,33,8,21,46],
[43,36,18,17,11,49,5,10,25,47,10,28,30,34,37,50,17,18,25,46,42,40,31,48,41,10,9,34,17,36,20,18,28,9,50,32,20,26,12,18,41,4,10,18,44,17,29,21,5,10,46,10,14,33,23,36,3,11,28,43,45,4,44,26,14,31,36,7,1,13,47,44,7,42,29,20,18,44,49,20],
[3,50,4,14,41,10,28,29,26,2,15,34,4,8,2,9,16,14,33,48,47,36,16,5,12,40,21,50,27,32,3,6,38,8,38,25,33,49,24,35,45,15,35,37,11,4,20,41,5,38,49,25,9,20,29,44,38,14,32,27,19,6,38,15,10,4,34,16,46,24,10,30,30,23,48,16,24,31,4,20]
];
